ReceiptNo	Replen/Balance Order#	Cust Sys No	Allocated Part#	EDI Order Type	ShipFromCode	ShipToCode	Country	Region	Quantity	ActualPhysicalReceiptDate	PutAwayDate	Meet KPI	PutAwayDate - ActualPhysicalReceiptDate (In Mins)	Inbound KPI 
CS-TTHBKK-RC0041757	5004043838	5004043838	MC6DP	REPLEN-IN	CSK	TTHBKK	TH	APCC	5	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-TTHBKK-RC0041757	5004043866	5004043866	X8R8F	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-TTHBKK-RC0041757	5004042715	5004042715	7JJCR	REPLEN-IN	CSK	TTHBKK	TH	APCC	10	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-TTHBKK-RC0041757	5004043403	5004043403	KPK5R	REPLEN-IN	CSK	TTHBKK	TH	APCC	12	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-TTHBKK-RC0041757	5004044164	5004044164	GV7CX	REPLEN-IN	CSK	TTHBKK	TH	APCC	3	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-TTHBKK-RC0041757	5004043235	5004043235	XT8J5	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-TTHBKK-RC0041757	5004042652	5004042652	WVD52	REPLEN-IN	CSK	TTHBKK	TH	APCC	3	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-TTHBKK-RC0041757	5004042692	5004042692	KDKG8	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-TTHBKK-RC0041757	5004044159	5004044159	GYDMF	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-TTHBKK-RC0041757	5004043599	5004043599	MYK4X	REPLEN-IN	CSK	TTHBKK	TH	APCC	36	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-TTHBKK-RC0041757	5004043861	5004043861	GM09V	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-TTHBKK-RC0041757	5004044213	5004044213	2K5F8	REPLEN-IN	CSK	TTHBKK	TH	APCC	3	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-TTHBKK-RC0041757	5004043673	5004043673	MKCWX	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:28:21	07/08/2024 15:03:32	NO	95	
CS-DIRTAJ-RC0000779	5004080151	5004080151	0Y7XY	REPLEN-IN	CHSIN4	DIRTAJ	KR	APCC	1	07/08/2024 13:38:41	07/08/2024 13:38:23	YES	0	
CS-DIRTAJ-RC0000779	5004079578	5004079578	405HT	REPLEN-IN	CHSIN4	DIRTAJ	KR	APCC	1	07/08/2024 13:38:41	07/08/2024 13:38:23	YES	0	
CS-DIRTAJ-RC0000779	5004079552	5004079552	HN10N	REPLEN-IN	CHSIN4	DIRTAJ	KR	APCC	1	07/08/2024 13:38:41	07/08/2024 13:38:23	YES	0	
CS-DIRTAJ-RC0000779	5004042916	5004042916	6VDNY	REPLEN-IN	CHSIN4	DIRTAJ	KR	APCC	2	07/08/2024 13:38:41	07/08/2024 13:38:23	YES	0	
CS-DIRKWJ-RC0000394	5004079571	5004079571	C5HD0	REPLEN-IN	CHSIN4	DIRKWJ	KR	APCC	1	07/08/2024 13:48:57	07/08/2024 13:48:16	YES	0	
CS-TTHBKK-RC0041760	5004119024	5004119024	260KT	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119034	5004119034	3RT7P	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119153	5004119153	5WXFV	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118782	5004118782	N0992	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118899	5004118899	2PVRX	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119210	5004119210	8455M	REPLEN-IN	CSK	TTHBKK	TH	APCC	7	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119217	5004119217	8WW77	REPLEN-IN	CSK	TTHBKK	TH	APCC	3	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119397	5004119397	1KTG7	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119101	5004119101	G6K9K	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119020	5004119020	79GK8	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004081755	5004081755	57FFP	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119661	5004119661	MNJ89	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119261	5004119261	NJK2X	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118941	5004118941	1PW4Y	REPLEN-IN	CSK	TTHBKK	TH	APCC	7	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119497	5004119497	PMJN9	REPLEN-IN	CSK	TTHBKK	TH	APCC	11	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119430	5004119430	FDRFJ	REPLEN-IN	CSK	TTHBKK	TH	APCC	5	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119099	5004119099	DW5G2	REPLEN-IN	CSK	TTHBKK	TH	APCC	8	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119231	5004119231	D5M19	REPLEN-IN	CSK	TTHBKK	TH	APCC	20	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118821	5004118821	GFPRC	REPLEN-IN	CSK	TTHBKK	TH	APCC	4	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119004	5004119004	PD7RH	REPLEN-IN	CSK	TTHBKK	TH	APCC	3	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118958	5004118958	96CV7	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118976	5004118976	7MHG4	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118953	5004118953	K15VD	REPLEN-IN	CSK	TTHBKK	TH	APCC	4	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118885	5004118885	KND83	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119149	5004119149	C687Y	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119679	5004119679	R43KC	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118720	5004118720	Y9CR2	REPLEN-IN	CSK	TTHBKK	TH	APCC	5	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119656	5004119656	5T4J0	REPLEN-IN	CSK	TTHBKK	TH	APCC	11	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118963	5004118963	K3FRD	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119009	5004119009	G1X5Y	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118974	5004118974	F5VMH	REPLEN-IN	CSK	TTHBKK	TH	APCC	13	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118763	5004118763	007N8	REPLEN-IN	CSK	TTHBKK	TH	APCC	15	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119574	5004119574	17XCF	REPLEN-IN	CSK	TTHBKK	TH	APCC	30	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119376	5004119376	3RTPV	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119308	5004119308	63DTN	REPLEN-IN	CSK	TTHBKK	TH	APCC	39	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119609	5004119609	88YTC	REPLEN-IN	CSK	TTHBKK	TH	APCC	3	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119211	5004119211	DG2DD	REPLEN-IN	CSK	TTHBKK	TH	APCC	3	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118732	5004118732	GY37D	REPLEN-IN	CSK	TTHBKK	TH	APCC	23	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119504	5004119504	96CV7	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119212	5004119212	YX04V	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119611	5004119611	FXXHW	REPLEN-IN	CSK	TTHBKK	TH	APCC	6	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119591	5004119591	8JYXK	REPLEN-IN	CSK	TTHBKK	TH	APCC	13	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118820	5004118820	2CVKV	REPLEN-IN	CSK	TTHBKK	TH	APCC	7	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119039	5004119039	74N7C	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119592	5004119592	W66W6	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118769	5004118769	PRFF3	REPLEN-IN	CSK	TTHBKK	TH	APCC	4	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118999	5004118999	M5WNK	REPLEN-IN	CSK	TTHBKK	TH	APCC	6	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119001	5004119001	DNP4M	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119186	5004119186	R7PJT	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119352	5004119352	T6RHW	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119635	5004119635	47J2X	REPLEN-IN	CSK	TTHBKK	TH	APCC	3	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118752	5004118752	8PXM2	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004081516	5004081516	654JC	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119285	5004119285	VX3PV	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119533	5004119533	4YJ19	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119491	5004119491	2KGF7	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119181	5004119181	13TRY	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004118687	5004118687	P55X2	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119678	5004119678	CNX3H	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-TTHBKK-RC0041760	5004119235	5004119235	2Y81J	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	07/08/2024 13:52:21	07/08/2024 15:12:37	NO	80	
CS-DIRSEL-RC0034540	5004190085	P02-95452444974	6P597	PNAC-IN	CHSIN4	DIRSEL	KR	APCC	1	07/08/2024 14:40:21	07/08/2024 14:52:37	YES	12	
CS-DIRSEL-RC0034540	5004190084	P05-95452444974	R523W	PNAC-IN	CHSIN4	DIRSEL	KR	APCC	7	07/08/2024 14:40:21	07/08/2024 14:52:37	YES	12	
CS-DIRSEL-RC0034540	5004190088	P06-95452444974	9JJP3	PNAC-IN	CHSIN4	DIRSEL	KR	APCC	10	07/08/2024 14:40:21	07/08/2024 14:52:37	YES	12	
CS-DIRSEL-RC0034541	5004183945	5004183945	G162V	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	07/08/2024 14:40:36	07/08/2024 14:53:00	YES	12	
CS-DIRSEL-RC0034543	5004170287	P01-95452420162	3M6CJ	PNAC-IN	CHSIN4	DIRSEL	KR	APCC	1	07/08/2024 14:42:18	07/08/2024 14:53:53	YES	11	
CS-DIRSEL-RC0034544	5004169846	5004169846	3VPD8	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	07/08/2024 14:42:31	07/08/2024 14:54:14	YES	11	
CS-DIRSEL-RC0034547	5004119424	5004119424	F4Y1M	REPLEN-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:20	07/08/2024 14:57:54	YES	11	
CS-DIRSEL-RC0034547	5004119524	5004119524	5WNM1	REPLEN-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:20	07/08/2024 14:57:54	YES	11	
CS-DIRSEL-RC0034547	5004119284	5004119284	7CJ4M	REPLEN-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:20	07/08/2024 14:57:54	YES	11	
CS-DIRSEL-RC0034547	5004119322	5004119322	XDRJY	REPLEN-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:20	07/08/2024 14:57:54	YES	11	
CS-DIRSEL-RC0034547	5004119031	5004119031	RF96M	REPLEN-IN	CSK	DIRSEL	KR	APCC	2	07/08/2024 14:46:20	07/08/2024 14:57:54	YES	11	
CS-DIRSEL-RC0034547	5004081020	5004081020	G25G9	REPLEN-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:20	07/08/2024 14:57:54	YES	11	
CS-DIRSEL-RC0034547	5004119579	5004119579	8DCGW	REPLEN-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:20	07/08/2024 14:57:54	YES	11	
CS-DIRSEL-RC0034548	5004127360	P01-95452380684	YXVJD	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004137270	P01-95452386584	DTTXF	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004137268	P01-95452386508	N50PN	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004137481	P01-95452387505	J0MWF	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004136894	P01-95452385022	G60M3	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004135047	P02-95452384621	5R4R4	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004131157	P01-95452380116	G48JY	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004135048	P01-95452384621	WY7RX	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004132285	P01-95452382657	847JD	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004135042	P01-95452384146	87KND	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004137440	P01-95452386995	R8XTC	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004137710	P01-95452388231	5TRT8	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004131159	P01-95452381593	37J22	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004131156	P02-95452380116	G01WF	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004137266	P01-95452386054	1WV13	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004128493	P01-95452381149	DC88Y	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004137269	P02-95452386508	JRR2Y	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004099287	P01-95452352219	5R4R4	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004135220	P01-95452384751	RRMCK	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004099288	P01-95452352073	F1HC1	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004102043	P01-95452353755	00HW9	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034548	5004099284	P01-95452351571	4FW87	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:46:25	07/08/2024 14:56:58	YES	10	
CS-DIRSEL-RC0034551	5004201863	P01-95452451664	834VF	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:54:19	07/08/2024 14:54:49	YES	0	
CS-DIRSEL-RC0034552	5004131160	P01-95452381596	MMDGK	PNAC-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 14:54:32	07/08/2024 14:55:14	YES	0	
CS-DIRSEL-RC0034554	5004118997	5004118997	YNVJG	REPLEN-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 15:12:20	07/08/2024 15:39:11	YES	26	
CS-DIRSEL-RC0034554	5004119669	5004119669	DPC2R	REPLEN-IN	CSK	DIRSEL	KR	APCC	2	07/08/2024 15:12:20	07/08/2024 15:39:11	YES	26	
CS-DIRSEL-RC0034554	5004119432	5004119432	DGRJ7	REPLEN-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 15:12:20	07/08/2024 15:39:11	YES	26	
CS-DIRSEL-RC0034554	5004119253	5004119253	FG47G	REPLEN-IN	CSK	DIRSEL	KR	APCC	2	07/08/2024 15:12:20	07/08/2024 15:39:11	YES	26	
CS-DIRSEL-RC0034554	5004119277	5004119277	HMX8D	REPLEN-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 15:12:20	07/08/2024 15:39:11	YES	26	
CS-DIRSEL-RC0034554	5004119291	5004119291	VM2Y4	REPLEN-IN	CSK	DIRSEL	KR	APCC	1	07/08/2024 15:12:20	07/08/2024 15:39:11	YES	26	
CS-DIRSEL-RC0034554	5004119499	5004119499	2J54D	REPLEN-IN	CSK	DIRSEL	KR	APCC	2	07/08/2024 15:12:20	07/08/2024 15:39:11	YES	26	
CS-DIRSEL-RC0034554	5004081314	5004081314	M5GPC	REPLEN-IN	CSK	DIRSEL	KR	APCC	3	07/08/2024 15:12:20	07/08/2024 15:39:11	YES	26	
CS-DIRSEL-RC0034554	5004119175	5004119175	M5GPC	REPLEN-IN	CSK	DIRSEL	KR	APCC	4	07/08/2024 15:12:20	07/08/2024 15:39:11	YES	26	
CS-DIRSEL-RC0034556	5003992882	5003992882	3PCVM	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	9	07/08/2024 15:14:59	07/08/2024 15:31:20	YES	16	
CS-DIRSEL-RC0034557	5004045503	5004045503	1Y65F	BALANCE-IN	CHMAC1	DIRSEL	KR	APCC	1	07/08/2024 15:16:33	07/08/2024 15:40:34	YES	24	
CS-TTHBKK-RC0041792	5004197747	5004197747	4TKW9	PNAE-IN	CHSIN4	TTHBKK	TH	APCC	1	07/08/2024 15:51:06	07/08/2024 15:52:05	YES	0	
CS-TTHRYN-RC0000773	5004246125	P01-93452488982	DYG7C	PNAC-IN	TTHBKK	TTHRYN	TH	APCC	1	07/09/2024 08:33:25	07/09/2024 08:34:09	YES	0	
CS-TRIBWN-RC0003236	5004093670	P01-92452343741	1M3M4	PNAC-IN	CSK	TRIBWN	BN	APCC	1	07/09/2024 09:19:18	07/09/2024 09:25:44	YES	6	
CS-TRIBWN-RC0003237	5004143298	P01-92452396565	7TR2H	PNAC-IN	CSK	TRIBWN	BN	APCC	1	07/09/2024 09:19:26	07/09/2024 09:27:03	YES	7	
CS-TRIBWN-RC0003238	5004165816	5004165816	1KXFV	PNAE-IN	CSK	TRIBWN	BN	APCC	1	07/09/2024 09:19:44	07/09/2024 09:28:06	YES	8	
CS-TRIBWN-RC0003239	5004042342	5004042342	6VDX7	REPLEN-IN	CHSIN4	TRIBWN	BN	APCC	2	07/09/2024 09:19:18	07/09/2024 09:28:40	YES	9	
CS-TRIBWN-RC0003239	5004042822	5004042822	KRVFX	REPLEN-IN	CHSIN4	TRIBWN	BN	APCC	2	07/09/2024 09:19:18	07/09/2024 09:28:40	YES	9	
CS-TRIBWN-RC0003239	5004079949	5004079949	PXP3H	REPLEN-IN	CHSIN4	TRIBWN	BN	APCC	1	07/09/2024 09:19:18	07/09/2024 09:28:40	YES	9	
CS-TRIBWN-RC0003239	5004079728	5004079728	D4YR5	REPLEN-IN	CHSIN4	TRIBWN	BN	APCC	1	07/09/2024 09:19:18	07/09/2024 09:28:40	YES	9	
CS-TRIBWN-RC0003240	5004118076	5004118076	MC62X	REPLEN-IN	CHSIN4	TRIBWN	BN	APCC	2	07/09/2024 09:19:25	07/09/2024 09:33:17	YES	13	
CS-TRIBWN-RC0003240	5004118087	5004118087	1W7HC	REPLEN-IN	CHSIN4	TRIBWN	BN	APCC	1	07/09/2024 09:19:25	07/09/2024 09:33:17	YES	13	
CS-TRIBWN-RC0003241	5004157918	5004157918	GC2RW	BALANCE-IN	TTHBKK	TRIBWN	BN	APCC	1	07/09/2024 09:19:41	07/09/2024 09:34:39	YES	14	
CS-TRIBWN-RC0003242	5004119487	5004119487	C9NJK	REPLEN-IN	CSK	TRIBWN	BN	APCC	6	07/09/2024 09:19:18	07/09/2024 09:35:05	YES	15	
CS-TTHHDY-RC0001568	5004222888	P01-93452477796	098F8	PNAC-IN	TTHBKK	TTHHDY	TH	APCC	1	07/09/2024 09:42:21	07/09/2024 09:50:12	YES	7	
CS-TTHHDY-RC0001568	5004236136	P03-93452481397	9PTKC	PNAC-IN	TTHBKK	TTHHDY	TH	APCC	1	07/09/2024 09:42:21	07/09/2024 09:50:12	YES	7	
CS-TTHHDY-RC0001568	5004236137	P02-93452481397	GYKGD	PNAC-IN	TTHBKK	TTHHDY	TH	APCC	1	07/09/2024 09:42:21	07/09/2024 09:50:12	YES	7	
CS-TTHHDY-RC0001568	5004236138	P01-93452481397	PKV90	PNAC-IN	TTHBKK	TTHHDY	TH	APCC	1	07/09/2024 09:42:21	07/09/2024 09:50:12	YES	7	
CS-TTHHDY-RC0001568	5004250398	P01-93452492201	KPK5R	PNAC-IN	TTHBKK	TTHHDY	TH	APCC	1	07/09/2024 09:42:21	07/09/2024 09:50:12	YES	7	
CS-TTHHDY-RC0001568	5004234273	P01-93452481499	7PN1N	PNAC-IN	TTHBKK	TTHHDY	TH	APCC	1	07/09/2024 09:42:21	07/09/2024 09:50:12	YES	7	
CS-DIRSEL-RC0034603	5004081301	5004081301	95TV1	REPLEN-IN	CSK	DIRSEL	KR	APCC	1	07/09/2024 10:12:17	07/09/2024 10:16:57	YES	4	
CS-DIRSEL-RC0034603	5004119142	5004119142	13TVG	REPLEN-IN	CSK	DIRSEL	KR	APCC	2	07/09/2024 10:12:17	07/09/2024 10:16:57	YES	4	
