ReceiptNo,Replen_Balance_Order,Cust_Sys_No,Allocated_Part,EDI_Order_Type,ShipFromCode,ShipToCode,Country,Quantity,PutAwayDate,InventoryDate,FY,Quarter,Month,Week,OrderType,Count_PO
CS-DIRPUS-RC0000389,5000315011,5000315011,GWFRY,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-08 17:49:00,2024-03-08,FY25,Q1,03,WK05,P3,1
CS-DIRPUS-RC0000390,5000412801,5000412801,T80X9,BALANCE-IN,CHHKG1,DIRPUS,KR,1,2024-03-11 18:14:25,2024-03-11,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000391,5000414202,5000414202,TKJ12,BALANCE-IN,CHTPE1,DIRPUS,KR,1,2024-03-12 14:43:23,2024-03-12,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000392,5000400473,5000400473,PKY83,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-12 17:32:07,2024-03-12,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000392,5000401031,5000401031,YYYYC,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-12 17:32:07,2024-03-12,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000392,5000401518,5000401518,8F34X,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-12 17:32:07,2024-03-12,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000393,5000400695,5000400695,3CC35,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-12 17:33:17,2024-03-12,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000394,5000401613,5000401613,216NK,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-12 17:34:01,2024-03-12,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000395,5000400457,5000400457,781W5,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-14 17:23:00,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000395,5000400918,5000400918,P2MYX,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-14 17:23:00,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000395,5000512436,5000512436,6VDNY,REPLEN-IN,CHSIN4,DIRPUS,KR,2,2024-03-14 17:23:00,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000396,5000577168,5000577168,G2G54,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-14 17:24:21,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000396,5000577648,5000577648,4WX8Y,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-14 17:24:21,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000397,5000400105,5000400105,664CN,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-14 17:25:23,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000398,5000400493,5000400493,PWGKF,REPLEN-IN,CHSIN4,DIRPUS,KR,2,2024-03-14 17:28:04,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000398,5000401538,5000401538,24GFD,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-14 17:28:04,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000398,5000401643,5000401643,W51V5,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-14 17:28:04,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000398,5000401758,5000401758,YKT0W,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-14 17:28:04,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000399,5000400705,5000400705,6XW3M,REPLEN-IN,CHSIN4,DIRPUS,KR,2,2024-03-14 17:32:02,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000399,5000400903,5000400903,75X1V,REPLEN-IN,CHSIN4,DIRPUS,KR,3,2024-03-14 17:32:02,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000399,5000401445,5000401445,XDN2G,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-14 17:32:02,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000399,5000401697,5000401697,M1C0T,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-14 17:32:02,2024-03-14,FY25,Q1,03,WK06,P3,1
CS-DIRPUS-RC0000400,5000766727,5000766727,377CF,REPLEN-IN,DIRSEL,DIRPUS,KR,2,2024-03-18 08:57:06,2024-03-18,FY25,Q1,03,WK07,P3,1
CS-DIRPUS-RC0000401,5000618711,5000618711,KTW3M,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-18 17:57:58,2024-03-18,FY25,Q1,03,WK07,P3,1
CS-DIRPUS-RC0000402,5000661040,5000661040,5H2GJ,BALANCE-IN,CHHKG1,DIRPUS,KR,1,2024-03-18 17:58:55,2024-03-18,FY25,Q1,03,WK07,P3,1
CS-DIRPUS-RC0000403,5000657513,5000657513,M7D8Y,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-19 18:02:43,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRPUS-RC0000403,5000657543,5000657543,25VT1,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-19 18:02:43,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRPUS-RC0000403,5000657810,5000657810,1D0F5,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-19 18:02:43,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRPUS-RC0000403,5000657844,5000657844,T9HT6,REPLEN-IN,CHSIN4,DIRPUS,KR,3,2024-03-19 18:02:43,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRPUS-RC0000403,5000657929,5000657929,KTJTY,REPLEN-IN,CHSIN4,DIRPUS,KR,3,2024-03-19 18:02:43,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRPUS-RC0000403,5000658089,5000658089,53KHR,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-19 18:02:43,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRPUS-RC0000403,5000658249,5000658249,GVMRG,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-19 18:02:43,2024-03-19,FY25,Q1,03,WK07,P3,1
CS-DIRPUS-RC0000404,5000763458,5000763458,NMT8G,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-20 16:03:10,2024-03-20,FY25,Q1,03,WK07,P3,1
CS-DIRPUS-RC0000405,5000921663,5000921663,YR0VV,BALANCE-IN,CHTPE1,DIRPUS,KR,1,2024-03-22 16:38:05,2024-03-22,FY25,Q1,03,WK07,P3,1
CS-DIRPUS-RC0000406,5000858171,5000858171,6J65H,REPLEN-IN,CHSIN4,DIRPUS,KR,3,2024-03-25 17:42:52,2024-03-25,FY25,Q1,03,WK08,P3,1
CS-DIRPUS-RC0000407,5000914113,5000914113,56PJP,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-25 17:44:15,2024-03-25,FY25,Q1,03,WK08,P3,1
CS-DIRPUS-RC0000407,5000915723,5000915723,T2FR2,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-25 17:44:15,2024-03-25,FY25,Q1,03,WK08,P3,1
CS-DIRPUS-RC0000408,5001153243,5001153243,852X8,REPLEN-IN,DIRSEL,DIRPUS,KR,1,2024-03-28 09:03:17,2024-03-28,FY25,Q1,03,WK08,P3,1
CS-DIRPUS-RC0000409,5001066189,5001066189,D8NGG,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-28 15:15:12,2024-03-28,FY25,Q1,03,WK08,P3,1
CS-DIRPUS-RC0000410,5000369909,5000369909,TKJ12,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-03-28 18:23:07,2024-03-28,FY25,Q1,03,WK08,P3,1
CS-DIRPUS-RC0000411,5001148645,5001148645,PC13T,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-01 17:04:53,2024-04-01,FY25,Q1,04,WK09,P3,1
CS-DIRPUS-RC0000412,5001153402,5001153402,16F47,BALANCE-IN,CHHKG1,DIRPUS,KR,1,2024-04-01 17:05:34,2024-04-01,FY25,Q1,04,WK09,P3,1
CS-DIRPUS-RC0000413,5001148905,5001148905,5NF18,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-02 13:47:33,2024-04-02,FY25,Q1,04,WK09,P3,1
CS-DIRPUS-RC0000414,5001148609,5001148609,6VDNY,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-03 13:40:18,2024-04-03,FY25,Q1,04,WK09,P3,2
CS-DIRPUS-RC0000414,5001196823,5001196823,XDN2G,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-03 13:40:18,2024-04-03,FY25,Q1,04,WK09,P3,1
CS-DIRPUS-RC0000415,5001234685,5001234685,R3GPC,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-03 13:51:01,2024-04-03,FY25,Q1,04,WK09,P3,1
CS-DIRPUS-RC0000416,5001149525,5001149525,086KK,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-03 13:42:31,2024-04-03,FY25,Q1,04,WK09,P3,1
CS-DIRPUS-RC0000417,5001347672,5001347672,9X6JM,REPLEN-IN,DIRSEL,DIRPUS,KR,1,2024-04-04 08:56:21,2024-04-04,FY25,Q1,04,WK09,P3,1
CS-DIRPUS-RC0000418,5001234596,5001234596,T9HT6,REPLEN-IN,CHSIN4,DIRPUS,KR,2,2024-04-04 13:50:03,2024-04-04,FY25,Q1,04,WK09,P3,1
CS-DIRPUS-RC0000418,5001234885,5001234885,G2G54,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-04 13:50:03,2024-04-04,FY25,Q1,04,WK09,P3,1
CS-DIRPUS-RC0000419,5001235086,5001235086,1XPP8,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-05 16:23:15,2024-04-05,FY25,Q1,04,WK09,P3,1
CS-DIRPUS-RC0000420,5001343290,5001343290,6PR7H,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-09 16:06:07,2024-04-09,FY25,Q1,04,WK10,P3,1
CS-DIRPUS-RC0000420,5001344054,5001344054,J9F92,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-09 16:06:07,2024-04-09,FY25,Q1,04,WK10,P3,1
CS-DIRPUS-RC0000420,5001388029,5001388029,6VDNY,REPLEN-IN,CHSIN4,DIRPUS,KR,2,2024-04-09 16:06:07,2024-04-09,FY25,Q1,04,WK10,P3,1
CS-DIRPUS-RC0000421,5001343398,5001343398,3KW3M,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-11 14:41:22,2024-04-11,FY25,Q1,04,WK10,P3,1
CS-DIRPUS-RC0000422,5001421986,5001421986,JY57X,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-11 14:43:00,2024-04-11,FY25,Q1,04,WK10,P3,1
CS-DIRPUS-RC0000422,5001422163,5001422163,01M0D,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-11 14:43:00,2024-04-11,FY25,Q1,04,WK10,P3,1
CS-DIRPUS-RC0000423,5001422183,5001422183,JJFMF,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-11 14:44:07,2024-04-11,FY25,Q1,04,WK10,P3,1
CS-DIRPUS-RC0000424,5001560424,5001560424,TKJ12,REPLEN-IN,DIRSEL,DIRPUS,KR,1,2024-04-12 09:06:25,2024-04-12,FY25,Q1,04,WK10,P3,1
CS-DIRPUS-RC0000425,5001560864,5001560864,YGY9G,BALANCE-IN,DIRTAJ,DIRPUS,KR,1,2024-04-12 09:08:39,2024-04-12,FY25,Q1,04,WK10,P3,1
CS-DIRPUS-RC0000426,5001507165,5001507165,T9HT6,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-12 17:00:56,2024-04-12,FY25,Q1,04,WK10,P3,1
CS-DIRPUS-RC0000427,5001478219,K01-5001473264,5RHVV,REPLEN-IN,CSK,DIRPUS,KR,1,2024-04-12 17:02:30,2024-04-12,FY25,Q1,04,WK10,P3,1
CS-DIRPUS-RC0000427,5001478363,K01-5001472915,1CW9G,REPLEN-IN,CSK,DIRPUS,KR,1,2024-04-12 17:02:30,2024-04-12,FY25,Q1,04,WK10,P3,1
CS-DIRPUS-RC0000428,5001544409,5001544409,MFP5T,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-16 17:14:11,2024-04-16,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000428,5001544432,5001544432,6VDNY,REPLEN-IN,CHSIN4,DIRPUS,KR,3,2024-04-16 17:14:11,2024-04-16,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000429,5001544312,5001544312,YHFTP,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-16 17:20:02,2024-04-16,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000429,5001544349,5001544349,WN62M,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-16 17:20:02,2024-04-16,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000429,5001544421,5001544421,12PJJ,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-16 17:20:02,2024-04-16,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000429,5001544626,5001544626,KH121,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-16 17:20:02,2024-04-16,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000429,5001544875,5001544875,PYC2D,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-16 17:20:02,2024-04-16,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000429,5001545254,5001545254,XDN2G,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-16 17:20:02,2024-04-16,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000430,5001544806,5001544806,9108G,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-17 17:49:03,2024-04-17,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000430,5001545266,5001545266,930PP,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-17 17:49:03,2024-04-17,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000431,5001544323,5001544323,MGPPC,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-18 17:43:22,2024-04-18,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000432,5001701886,5001701886,YHFTP,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-18 17:44:06,2024-04-18,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000433,5001561136,5001561136,G2G54,BALANCE-IN,CHMAC1,DIRPUS,KR,1,2024-04-18 17:44:43,2024-04-18,FY25,Q1,04,WK11,P3,1
CS-DIRPUS-RC0000434,5001787727,5001787727,CM88M,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-22 14:44:01,2024-04-22,FY25,Q1,04,WK12,P3,1
CS-DIRPUS-RC0000435,5001835929,5001835929,08M01,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-23 14:36:35,2024-04-23,FY25,Q1,04,WK12,P3,1
CS-DIRPUS-RC0000436,5001787878,5001787878,590NC,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-23 14:37:12,2024-04-23,FY25,Q1,04,WK12,P3,1
CS-DIRPUS-RC0000437,5002007497,5002007497,YGY9G,BALANCE-IN,DIRTAJ,DIRPUS,KR,1,2024-04-25 08:59:58,2024-04-25,FY25,Q1,04,WK12,P3,1
CS-DIRPUS-RC0000438,5001923009,5001923009,6J65H,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-25 16:36:59,2024-04-25,FY25,Q1,04,WK12,P3,1
CS-DIRPUS-RC0000438,5001923164,5001923164,01M0D,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-25 16:36:59,2024-04-25,FY25,Q1,04,WK12,P3,1
CS-DIRPUS-RC0000438,5001964581,5001964581,G2G54,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-25 16:36:59,2024-04-25,FY25,Q1,04,WK12,P3,1
CS-DIRPUS-RC0000438,5001964862,5001964862,M1C0T,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-25 16:36:59,2024-04-25,FY25,Q1,04,WK12,P3,1
CS-DIRPUS-RC0000439,5001987156,5001987156,KTJTY,REPLEN-IN,CHSIN4,DIRPUS,KR,2,2024-04-26 14:13:51,2024-04-26,FY25,Q1,04,WK12,P3,1
CS-DIRPUS-RC0000440,5002004269,5002004269,KTJTY,REPLEN-IN,CHSIN4,DIRPUS,KR,3,2024-04-29 15:49:27,2024-04-29,FY25,Q1,04,WK13,P3,1
CS-DIRPUS-RC0000440,5002004769,5002004769,HTPJ7,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-29 15:49:27,2024-04-29,FY25,Q1,04,WK13,P3,1
CS-DIRPUS-RC0000440,5002004783,5002004783,T9HT6,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-04-29 15:49:27,2024-04-29,FY25,Q1,04,WK13,P3,1
CS-DIRPUS-RC0000441,5002011180,K01-5002004462,9PXCV,REPLEN-IN,CSK,DIRPUS,KR,1,2024-04-29 15:50:40,2024-04-29,FY25,Q1,04,WK13,P3,1
CS-DIRPUS-RC0000442,5002042923,5002042923,75X1V,REPLEN-IN,CHSIN4,DIRPUS,KR,4,2024-04-30 11:50:02,2024-04-30,FY25,Q1,04,WK13,P3,1
CS-DIRPUS-RC0000443,5002084479,5002084479,K6M2F,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-05-02 13:59:30,2024-05-02,FY25,Q1,05,WK13,P3,1
CS-DIRPUS-RC0000443,5002084707,5002084707,G2G54,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-05-02 13:59:30,2024-05-02,FY25,Q1,05,WK13,P3,1
CS-DIRPUS-RC0000443,5002084973,5002084973,377CF,REPLEN-IN,CHSIN4,DIRPUS,KR,5,2024-05-02 13:59:30,2024-05-02,FY25,Q1,05,WK13,P3,1
CS-DIRPUS-RC0000443,5002085198,5002085198,75X1V,REPLEN-IN,CHSIN4,DIRPUS,KR,2,2024-05-02 13:59:30,2024-05-02,FY25,Q1,05,WK13,P3,1
CS-DIRPUS-RC0000444,5002151760,5002151760,DYMD0,BALANCE-IN,CHHKG1,DIRPUS,KR,1,2024-05-03 16:42:12,2024-05-03,FY25,Q1,05,WK13,P3,1
CS-DIRPUS-RC0000445,5002146697,5002146697,CPC7G,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-05-03 16:52:42,2024-05-03,FY25,Q1,05,WK13,P3,1
CS-DIRPUS-RC0000445,5002146742,5002146742,1JPCR,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-05-03 16:52:42,2024-05-03,FY25,Q1,05,WK13,P3,1
CS-DIRPUS-RC0000445,5002147032,5002147032,N6370,REPLEN-IN,CHSIN4,DIRPUS,KR,2,2024-05-03 16:52:42,2024-05-03,FY25,Q1,05,WK13,P3,1
CS-DIRPUS-RC0000445,5002147653,5002147653,W403Y,REPLEN-IN,CHSIN4,DIRPUS,KR,1,2024-05-03 16:52:42,2024-05-03,FY25,Q1,05,WK13,P3,1
CS-DIRSEL-RC0024345,829685443,829685443,491RD,BALANCE-IN,DIRTAJ,DIRSEL,KR,1,2024-02-07 09:03:53,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024352,828347367,P01-95448270601,0NX92,PNAC-IN,CSK,DIRSEL,KR,1,2024-02-07 13:30:41,2024-02-07,FY25,Q1,02,WK01,P1,1
CS-DIRSEL-RC0024352,828377307,P01-95448152830,DTTXF,PNAC-IN,CSK,DIRSEL,KR,1,2024-02-07 13:30:41,2024-02-07,FY25,Q1,02,WK01,P1,1
CS-DIRSEL-RC0024354,828328037,P01-95448268303,2HCVY,PNAC-IN,CSK,DIRSEL,KR,8,2024-02-07 13:31:18,2024-02-07,FY25,Q1,02,WK01,P1,1
CS-DIRSEL-RC0024354,828347375,P01-95448270299,4X33N,PNAC-IN,CSK,DIRSEL,KR,1,2024-02-07 13:31:18,2024-02-07,FY25,Q1,02,WK01,P1,1
CS-DIRSEL-RC0024355,827911015,827911015,DV85K,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-07 13:29:00,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024355,827918382,827918382,N6DXJ,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-07 13:29:00,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024355,827918820,827918820,WR8F1,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-07 13:29:00,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024361,827156801,827156801,5G4WK,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-07 13:40:19,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024361,827911098,827911098,W2J27,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-07 13:40:19,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024361,827925361,827925361,5GT3K,REPLEN-IN,CHSIN4,DIRSEL,KR,3,2024-02-07 13:40:19,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024363,828328235,P01-95448268548,YD3W1,PNAC-IN,CSK,DIRSEL,KR,1,2024-02-07 13:49:52,2024-02-07,FY25,Q1,02,WK01,P1,1
CS-DIRSEL-RC0024374,827157049,827157049,WRF32,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-07 13:58:38,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024374,827157114,827157114,J1R00,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-07 13:58:38,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024374,827157866,827157866,XH7WF,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-07 13:58:38,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024374,827158930,827158930,0N2G3,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-07 13:58:38,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024374,827161447,827161447,186R8,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-07 13:58:38,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024374,827165497,827165497,V95N9,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-07 13:58:38,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024392,826385088,826385088,4M1JN,REPLEN-IN,CHSIN4,DIRSEL,KR,4,2024-02-07 15:15:37,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024392,826391276,826391276,7VTMN,REPLEN-IN,CHSIN4,DIRSEL,KR,3,2024-02-07 15:15:37,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024395,829635430,829635430,X6R70,BALANCE-IN,CHTPE1,DIRSEL,KR,1,2024-02-07 15:25:37,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024395,829684875,829684875,63KWG,BALANCE-IN,CHTPE1,DIRSEL,KR,1,2024-02-07 15:25:37,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024396,829681996,829681996,NT08F,BALANCE-IN,CHTPE1,DIRSEL,KR,1,2024-02-07 15:32:33,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024397,829150372,829150372,R20GG,BALANCE-IN,CHTPE1,DIRSEL,KR,1,2024-02-07 15:33:22,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024397,829152071,829152071,Y2K8N,BALANCE-IN,CHTPE1,DIRSEL,KR,1,2024-02-07 15:33:22,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024397,829157609,829157609,V3665,BALANCE-IN,CHTPE1,DIRSEL,KR,1,2024-02-07 15:33:22,2024-02-07,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024437,830570352,830570352,45M96,BALANCE-IN,DIRKWJ,DIRSEL,KR,1,2024-02-08 08:59:10,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024438,830577274,830577274,XTH17,BALANCE-IN,DIRKWJ,DIRSEL,KR,1,2024-02-08 09:03:29,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024439,830576896,830576896,G6K9K,BALANCE-IN,DIRTAJ,DIRSEL,KR,1,2024-02-08 09:08:22,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024440,830585293,830585293,TY8F9,BALANCE-IN,DIRTAJ,DIRSEL,KR,1,2024-02-08 09:13:14,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024442,831022791,831022791,3GFMW,REPLEN-IN,DIRTAJ,DIRSEL,KR,1,2024-02-08 09:17:02,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024444,830525570,830525570,FW25F,BALANCE-IN,DIRPUS,DIRSEL,KR,1,2024-02-08 09:23:12,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024445,830561930,830561930,C4D5P,BALANCE-IN,DIRPUS,DIRSEL,KR,1,2024-02-08 09:25:35,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024446,830558431,830558431,XTH17,BALANCE-IN,DIRPUS,DIRSEL,KR,1,2024-02-08 09:27:16,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024447,827920800,827920800,5WXFV,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-08 10:59:23,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024447,827923044,827923044,W4KXH,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-08 10:59:23,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024447,827924661,827924661,Y1V4P,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-08 10:59:23,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024447,829120367,829120367,6H6HN,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-08 10:59:23,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024447,829122512,829122512,X63V7,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-08 10:59:23,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024447,829123015,829123015,MN5YM,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-08 10:59:23,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024447,829123247,829123247,216NK,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-08 10:59:23,2024-02-08,FY25,Q1,02,WK01,P3,1
CS-DIRSEL-RC0024447,829123593,829123593,CV6V6,REPLEN-IN,CHSIN4,DIRSEL,KR,5,2024-02-08 10:59:23,2024-02-08,FY25,Q1,02,WK01,P3,1
