ReceiptNo	Replen/Balance Order#	Cust Sys No	Allocated Part#	EDI Order Type	ShipFromCode	ShipToCode	Country	Region	Quantity	ActualPhysicalReceiptDate	PutAwayDate	Meet KPI	PutAwayDate - ActualPhysicalReceiptDate (In Mins)	Inbound KPI 
CS-DIRSEL-RC0030849	5002146916	5002146916	781W5	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	2	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-DIRSEL-RC0030849	5002147737	5002147737	J3J6W	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-DIRSEL-RC0030849	5002085404	5002085404	GKKXP	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	2	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-DIRSEL-RC0030849	5002084303	5002084303	T22Y1	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-DIRSEL-RC0030849	5002147388	5002147388	PTD53	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	3	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-DIRSEL-RC0030849	5002147312	5002147312	W403Y	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-DIRSEL-RC0030849	5002147815	5002147815	DMG8F	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-DIRSEL-RC0030849	5002147594	5002147594	HYYGJ	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	3	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-DIRSEL-RC0030849	5002146691	5002146691	73W54	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-DIRSEL-RC0030849	5002084761	5002084761	WT36K	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	2	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-DIRSEL-RC0030849	5002085337	5002085337	Y5N08	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	3	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-DIRSEL-RC0030849	5002084333	5002084333	C8F8W	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-DIRSEL-RC0030849	5002084680	5002084680	NGPPF	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:21	05/10/2024 11:42:43	YES	22	
CS-TTHBKK-RC0038602	5002472548	5002472548	H3W3J	BALANCE-IN	CHMNL2	TTHBKK	TH	APCC	1	05/10/2024 11:37:30	05/10/2024 11:55:50	YES	18	
CS-TTHBKK-RC0038602	5002473124	5002473124	NKVF7	BALANCE-IN	CHMNL2	TTHBKK	TH	APCC	3	05/10/2024 11:37:30	05/10/2024 11:55:50	YES	18	
CS-TTHBKK-RC0038602	5002473203	5002473203	2CJJJ	BALANCE-IN	CHMNL2	TTHBKK	TH	APCC	1	05/10/2024 11:37:30	05/10/2024 11:55:50	YES	18	
CS-TTHBKK-RC0038602	5002472177	5002472177	3WM4C	BALANCE-IN	CHMNL2	TTHBKK	TH	APCC	1	05/10/2024 11:37:30	05/10/2024 11:55:50	YES	18	
CS-TTHBKK-RC0038602	5002472769	5002472769	HV8FN	BALANCE-IN	CHMNL2	TTHBKK	TH	APCC	1	05/10/2024 11:37:30	05/10/2024 11:55:50	YES	18	
CS-TTHBKK-RC0038603	5002411352	5002411352	3JH35	BALANCE-IN	SHKCH1	TTHBKK	TH	APCC	1	05/10/2024 11:37:33	05/10/2024 11:56:15	YES	18	
CS-DIRSEL-RC0030852	5002372306	P01-95450846224	WKFHK	PNAC-IN	CSK	DIRSEL	KR	APCC	1	05/10/2024 13:10:22	05/10/2024 13:36:17	NO	25	
CS-DIRSEL-RC0030855	5002496736	CS-DIRPUS-WH0000059-10	DYMD0	PURGE-IN	DIRPUS	DIRSEL	KR	APCC	1	05/10/2024 12:00:22	05/10/2024 12:12:43	YES	12	
CS-DIRSEL-RC0030856	5002496880	CS-DIRKWJ-WH0000055-10	53KHR	PURGE-IN	DIRKWJ	DIRSEL	KR	APCC	1	05/10/2024 11:30:44	05/10/2024 12:15:17	YES	44	
CS-TTHHKT-RC0000217	5002397607	5002397607	1PPWC	REPLEN-IN	CHSIN4	TTHHKT	TH	APCC	1	05/10/2024 12:14:17	05/10/2024 12:35:30	YES	21	
CS-TTHHKT-RC0000217	5002399606	5002399606	K7GHD	REPLEN-IN	CHSIN4	TTHHKT	TH	APCC	1	05/10/2024 12:14:17	05/10/2024 12:35:30	YES	21	
CS-TTHHKT-RC0000218	5002409062	5002409062	6CG35	REPLEN-IN	CHKUL1	TTHHKT	TH	APCC	1	05/10/2024 12:20:17	05/10/2024 12:34:53	YES	14	
CS-DIRSEL-RC0030864	5002488873	CS-DIRPUS-WH0000057-10	3KW3M	PURGE-IN	DIRPUS	DIRSEL	KR	APCC	1	05/10/2024 12:10:07	05/10/2024 12:40:28	YES	30	
CS-TTHRYN-RC0000684	5002408381	5002408381	6VDNY	REPLEN-IN	TRIBWN	TTHRYN	TH	APCC	1	05/10/2024 12:52:09	05/10/2024 12:52:16	YES	0	
CS-TTHRYN-RC0000685	5002412794	5002412794	NG8NP	BALANCE-IN	TTHCNX	TTHRYN	TH	APCC	1	05/10/2024 12:53:23	05/10/2024 12:53:34	YES	0	
CS-DIRSEL-RC0030869	5002409681	5002409681	R5M49	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002408884	5002408884	XRPDM	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002407995	5002407995	50F3F	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002409810	5002409810	R67D2	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002408171	5002408171	00M95	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002410603	5002410603	D54VK	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002407762	5002407762	8WCR9	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002410921	5002410921	VVF47	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002409170	5002409170	062CR	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002407088	5002407088	D9C2N	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	2	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002410148	5002410148	PDV6M	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002407862	5002407862	YJ7F9	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002412738	5002412738	4Y12V	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002407169	5002407169	RNKFV	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030869	5002412285	5002412285	FPRVP	BALANCE-IN	CHTPE1	DIRSEL	KR	APCC	1	05/10/2024 13:19:16	05/10/2024 13:35:30	YES	16	
CS-DIRSEL-RC0030870	5002146655	5002146655	CPC7G	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	4	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002147317	5002147317	3KDWX	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002147060	5002147060	PWR5T	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	3	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002147164	5002147164	72G12	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	2	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002146831	5002146831	DF7XH	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002147059	5002147059	24PW1	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002147108	5002147108	RW9KF	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002146800	5002146800	MT6V9	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	2	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002147530	5002147530	VDFYD	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002146700	5002146700	P6FH5	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002147371	5002147371	HNDJ7	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	2	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002147142	5002147142	Y40PH	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	2	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002146947	5002146947	M14MK	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	2	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002147748	5002147748	8WKDY	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	4	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030870	5002146444	5002146444	VXNR0	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 11:20:17	05/10/2024 13:32:42	NO	132	
CS-DIRSEL-RC0030872	5002353936	5002353936	XYHWN	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	2	05/10/2024 11:20:18	05/10/2024 13:37:59	NO	137	
CS-DIRSEL-RC0030872	5002354342	5002354342	FM487	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	2	05/10/2024 11:20:18	05/10/2024 13:37:59	NO	137	
CS-SMCPNH-RC0000207	5002146250	5002146250	TN78Y	REPLEN-IN	CHSIN4	SMCPNH	KH	APCC	1	05/10/2024 13:00:20	05/10/2024 13:50:19	YES	49	
CS-TTHBKK-RC0038609	5002244414	5002244414	01M0D	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5001010618	5001010618	HGJCY	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5001387676	5001387676	2X1V9	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002316933	5002316933	10N7R	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002244716	5002244716	TN62H	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002200368	5002200368	75481	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	250	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002316167	5002316167	2G6VY	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002316598	5002316598	MT6V9	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	2	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002317068	5002317068	VFFKJ	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002316423	5002316423	14WMV	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002316700	5002316700	XH35N	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002316349	5002316349	72G12	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	2	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002244795	5002244795	JWV1P	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002185125	5002185125	N2K62	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	2	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002185578	5002185578	HDGJ8	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	9	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002316743	5002316743	1R8CR	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	2	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002200385	5002200385	75481	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	250	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002185270	5002185270	Y86WG	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	3	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002244058	5002244058	N2K62	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	6	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5001474175	5001474175	6T1M9	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002200420	5002200420	75481	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	250	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002244031	5002244031	1224N	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002244559	5002244559	Y4R5T	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002280338	5002280338	1D0F5	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	2	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002279329	5002279329	VXNR0	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002279529	5002279529	10N7R	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	2	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002244077	5002244077	4M1JN	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	7	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002244639	5002244639	KRVFX	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	14	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-TTHBKK-RC0038609	5002316548	5002316548	HNWHH	REPLEN-IN	CHSIN4	TTHBKK	TH	APCC	1	05/10/2024 13:54:20	05/10/2024 15:18:45	NO	84	
CS-DIRKWJ-RC0000361	5002409334	5002409334	FXYGR	BALANCE-IN	CHTPE1	DIRKWJ	KR	APCC	1	05/10/2024 14:05:56	05/10/2024 14:06:08	YES	0	
CS-DIRKWJ-RC0000361	5002410725	5002410725	6XW3M	BALANCE-IN	CHTPE1	DIRKWJ	KR	APCC	1	05/10/2024 14:05:56	05/10/2024 14:06:08	YES	0	
CS-TTHCNX-RC0000212	5002468346	5002468346	1PWXD	REPLEN-IN	CHSIN4	TTHCNX	TH	APCC	1	05/10/2024 14:26:46	05/10/2024 14:26:57	YES	0	
CS-TTHCNX-RC0000213	5001567546	K01-5001546183	NKVWF	REPLEN-IN	CSK	TTHCNX	TH	APCC	1	05/10/2024 14:31:30	05/10/2024 14:31:40	YES	0	
CS-DIRPUS-RC0000451	5002410144	5002410144	KM5PX	BALANCE-IN	CHTPE1	DIRPUS	KR	APCC	1	05/10/2024 14:32:54	05/10/2024 14:33:35	YES	0	
CS-DIRPUS-RC0000451	5002412539	5002412539	308J7	BALANCE-IN	CHTPE1	DIRPUS	KR	APCC	1	05/10/2024 14:32:54	05/10/2024 14:33:35	YES	0	
CS-TRIBWN-RC0002948	5002357617	5002357617	GC2RW	BALANCE-IN	TTHBKK	TRIBWN	BN	APCC	1	05/10/2024 14:30:00	05/10/2024 14:37:26	YES	7	
CS-TRIBWN-RC0002949	5002411996	5002411996	0C65N	BALANCE-IN	CHKUL1	TRIBWN	BN	APCC	2	05/10/2024 14:30:00	05/10/2024 14:39:10	YES	9	
CS-TRIBWN-RC0002949	5002411687	5002411687	MC62X	BALANCE-IN	CHKUL1	TRIBWN	BN	APCC	1	05/10/2024 14:30:00	05/10/2024 14:39:10	YES	9	
CS-TRIBWN-RC0002949	5002407625	5002407625	PGRD4	BALANCE-IN	CHKUL1	TRIBWN	BN	APCC	1	05/10/2024 14:30:00	05/10/2024 14:39:10	YES	9	
CS-TRIBWN-RC0002949	5002408984	5002408984	5T75M	BALANCE-IN	CHKUL1	TRIBWN	BN	APCC	1	05/10/2024 14:30:00	05/10/2024 14:39:10	YES	9	
CS-TRIBWN-RC0002950	5002411553	5002411553	TY8F9	BALANCE-IN	TTHRYN	TRIBWN	BN	APCC	1	05/10/2024 14:30:00	05/10/2024 14:42:21	YES	12	
CS-DIRPUS-RC0000452	5002395495	5002395495	C4Y3R	REPLEN-IN	CHSIN4	DIRPUS	KR	APCC	1	05/10/2024 14:40:39	05/10/2024 14:40:53	YES	0	
CS-TTHBKK-RC0038613	5002422754	5002422754	7HK64	REPLEN-IN	CSK	TTHBKK	TH	APCC	1	05/10/2024 14:42:22	05/10/2024 15:16:36	YES	34	
CS-TTHBKK-RC0038613	5002422674	5002422674	N63HY	REPLEN-IN	CSK	TTHBKK	TH	APCC	2	05/10/2024 14:42:22	05/10/2024 15:16:36	YES	34	
CS-TTHBKK-RC0038615	5002409127	5002409127	N9Y5N	BALANCE-IN	CHMNL2	TTHBKK	TH	APCC	2	05/10/2024 14:46:22	05/10/2024 15:17:07	YES	30	
CS-TTHBKK-RC0038616	5002498246	CS-TTHRYN-WH0000240-10	3KW3M	PURGE-IN	TTHRYN	TTHBKK	TH	APCC	1	05/10/2024 14:51:13	05/10/2024 14:52:22	YES	1	
CS-TTHBKK-RC0038617	5002407770	5002407770	N2D8V	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002409635	5002409635	CVN63	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	2	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002411975	5002411975	DW33F	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002409662	5002409662	43GG8	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002411862	5002411862	6CFFJ	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002408149	5002408149	7D8VR	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002409348	5002409348	2JH00	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002408380	5002408380	6HFW3	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002411425	5002411425	NM0KF	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002410140	5002410140	71CJ1	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002408785	5002408785	MFKHD	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002407055	5002407055	GKY1D	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002411200	5002411200	77JJ6	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002410279	5002410279	66JCM	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002412519	5002412519	848V6	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002412352	5002412352	M8C1F	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002412786	5002412786	60K5C	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002412361	5002412361	M0KYH	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002407566	5002407566	HN1TN	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002407838	5002407838	8K4FK	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002407107	5002407107	CC9P9	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002407529	5002407529	M1HK2	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002407900	5002407900	86PC6	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002410951	5002410951	TYG82	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	2	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002410491	5002410491	71H1D	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002409825	5002409825	R0TJ2	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002409714	5002409714	692DM	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002410378	5002410378	G21Y2	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002409173	5002409173	48X0T	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002409483	5002409483	1RN29	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002409293	5002409293	TWTW6	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002408909	5002408909	5CT6D	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002409914	5002409914	869MF	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002406998	5002406998	V9037	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002410958	5002410958	JGKDJ	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002410331	5002410331	YT1K7	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002412806	5002412806	C687Y	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
