ReceiptNo	Replen/Balance Order#	Cust Sys No	Allocated Part#	EDI Order Type	ShipFromCode	ShipToCode	Country	Region	Quantity	ActualPhysicalReceiptDate	PutAwayDate	Meet KPI	PutAwayDate - ActualPhysicalReceiptDate (In Mins)	Inbound KPI 
CS-TTHBKK-RC0038617	5002407277	5002407277	KMR0Y	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002391502	5002391502	7P9Y7	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002412535	5002412535	KR9XD	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038617	5002408663	5002408663	FD6NC	BALANCE-IN	CHKUL1	TTHBKK	TH	APCC	1	05/10/2024 14:50:28	05/10/2024 15:15:57	YES	25	
CS-TTHBKK-RC0038618	5002409736	5002409736	6044M	BALANCE-IN	TTHHDY	TTHBKK	TH	APCC	1	05/10/2024 14:52:27	05/10/2024 15:19:23	YES	26	
CS-TTHBKK-RC0038618	5002408414	5002408414	TPF2N	BALANCE-IN	TTHHDY	TTHBKK	TH	APCC	1	05/10/2024 14:52:27	05/10/2024 15:19:23	YES	26	
CS-TTHBKK-RC0038618	5002472367	5002472367	G8MW0	BALANCE-IN	TTHHDY	TTHBKK	TH	APCC	1	05/10/2024 14:52:27	05/10/2024 15:19:23	YES	26	
CS-TTHBKK-RC0038618	5002411885	5002411885	KM4C4	BALANCE-IN	TTHHDY	TTHBKK	TH	APCC	1	05/10/2024 14:52:27	05/10/2024 15:19:23	YES	26	
CS-TTHBKK-RC0038618	5002409688	5002409688	7H1VY	BALANCE-IN	TTHHDY	TTHBKK	TH	APCC	2	05/10/2024 14:52:27	05/10/2024 15:19:23	YES	26	
CS-TTHBKK-RC0038618	5002409209	5002409209	R6D8G	BALANCE-IN	TTHHDY	TTHBKK	TH	APCC	1	05/10/2024 14:52:27	05/10/2024 15:19:23	YES	26	
CS-TTHBKK-RC0038618	5002408274	5002408274	H76KD	BALANCE-IN	TTHHDY	TTHBKK	TH	APCC	1	05/10/2024 14:52:27	05/10/2024 15:19:23	YES	26	
CS-TTHBKK-RC0038618	5002410067	5002410067	4D22M	BALANCE-IN	TTHHDY	TTHBKK	TH	APCC	1	05/10/2024 14:52:27	05/10/2024 15:19:23	YES	26	
CS-TTHBKK-RC0038618	5002411582	5002411582	X10J5	BALANCE-IN	TTHHDY	TTHBKK	TH	APCC	2	05/10/2024 14:52:27	05/10/2024 15:19:23	YES	26	
CS-TTHBKK-RC0038618	5002412791	5002412791	86Y7P	BALANCE-IN	TTHHDY	TTHBKK	TH	APCC	1	05/10/2024 14:52:27	05/10/2024 15:19:23	YES	26	
CS-TTHHKT-RC0000219	5002410803	5002410803	MGPPC	BALANCE-IN	TTHNAK	TTHHKT	TH	APCC	1	05/10/2024 15:08:24	05/10/2024 15:15:19	YES	6	
CS-DIRSEL-RC0030885	5002291479	P01-95450773128	G9FHC	PNAC-IN	CHSIN4	DIRSEL	KR	APCC	1	05/10/2024 15:30:21	05/10/2024 15:43:38	YES	13	
CS-DIRSEL-RC0030888	5002279869	5002279869	M033W	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	3	05/10/2024 15:20:19	05/10/2024 15:55:28	YES	35	
CS-DIRSEL-RC0030888	5002243651	5002243651	CR72X	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	3	05/10/2024 15:20:19	05/10/2024 15:55:28	YES	35	
CS-DIRSEL-RC0030888	5002280110	5002280110	JHVY6	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	2	05/10/2024 15:20:19	05/10/2024 15:55:28	YES	35	
CS-DIRSEL-RC0030888	5002280113	5002280113	N2K62	REPLEN-IN	CHSIN4	DIRSEL	KR	APCC	6	05/10/2024 15:20:19	05/10/2024 15:55:28	YES	35	
CS-TTHBKK-RC0038653	5001364546	P01-93449891896	YXK65	PNAC-IN	CSK	TTHBKK	TH	APCC	1	05/10/2024 11:01:38	05/10/2024 11:52:22	NO	50	
